State,Station,Fiscal Year,Note,Value
California,"Martinez, California",2022,,176571
California,"Madera, California",2022,,19014
California,"Los Angeles, California",2022,,928558
California,"Lompoc-Surf, California",2022,,7560
California,"Lodi, California",2022,,1584
California,"Irvine, California",2022,,180103
California,"Hayward, California",2022,,20641
California,"Hanford, California",2022,,97628
California,"Guadalupe-Santa Maria, California",2022,,9744
California,"Grover Beach, California",2022,,12748
California,"Great America (Santa Clara), California",2022,,39593
California,"Goleta, California",2022,,52365
California,"Glendale, California",2022,,31521
California,"Fullerton, California",2022,,172130
California,"Fresno, California",2022,,221781
California,"Fremont, California",2022,,21216
California,"Fairfield-Vacaville, California",2022,,39248
California,"Emeryville, California",2022,,283631
California,"Dunsmuir, California",2022,,3496
California,"Davis, California",2022,,163636
California,"Corcoran, California",2022,,14964
California,"Colfax, California",2022,,3753
California,"Chico, California",2022,,7625
California,"Chatsworth, California",2022,,38654
California,"Carpinteria, California",2022,,15883
California,"Camarillo, California",2022,,31862
California,"Burbank, California",2022,,43671
California,"Berkeley, California",2022,,57302
California,"Barstow, California",2022,,1959
California,"Bakersfield, California",2022,,314684
California,"Auburn, California",2022,,5357
California,"Antioch-Pittsburg, California",2022,,24262
California,"Anaheim, California",2022,,158796
Colorado,"Winter Park-Fraser, Colorado",2005,,4976
Colorado,"Trinidad, Colorado",2005,,2197
Colorado,"Lamar, Colorado",2005,,1015
Colorado,"La Junta, Colorado",2005,,3471
Colorado,"Grand Junction, Colorado",2005,,10835
Colorado,"Granby, Colorado",2005,,1371
Colorado,"Glenwood Springs, Colorado",2005,,14986
Colorado,"Fort Morgan, Colorado",2005,,1450
Colorado,"Denver, Colorado",2005,,65194
Colorado,"Winter Park-Fraser, Colorado",2010,,7913
Colorado,"Trinidad, Colorado",2010,,4102
Colorado,"Lamar, Colorado",2010,,1897
Colorado,"La Junta, Colorado",2010,,7264
Colorado,"Grand Junction, Colorado",2010,,28835
Colorado,"Granby, Colorado",2010,,3655
Colorado,"Glenwood Springs, Colorado",2010,,34227
Colorado,"Fort Morgan, Colorado",2010,,3349
Colorado,"Denver, Colorado",2010,,128410
Colorado,"Winter Park-Fraser, Colorado",2011,,8252
Colorado,"Trinidad, Colorado",2011,,4535
Colorado,"Lamar, Colorado",2011,,1840
Colorado,"La Junta, Colorado",2011,,6653
Colorado,"Grand Junction, Colorado",2011,,29218
Colorado,"Granby, Colorado",2011,,3621
Colorado,"Glenwood Springs, Colorado",2011,,33776
Colorado,"Fort Morgan, Colorado",2011,,3191
Colorado,"Denver, Colorado",2011,,115342
Colorado,"Winter Park-Fraser, Colorado",2012,,7162
Colorado,"Trinidad, Colorado",2012,,4770
Colorado,"Lamar, Colorado",2012,,1936
Colorado,"La Junta, Colorado",2012,,6566
Colorado,"Grand Junction, Colorado",2012,,31999
Colorado,"Granby, Colorado",2012,,3528
Colorado,"Glenwood Springs, Colorado",2012,,33245
Colorado,"Fort Morgan, Colorado",2012,,3343
Colorado,"Denver, Colorado",2012,,113393
Colorado,"Winter Park-Fraser, Colorado",2013,,7250
Colorado,"Trinidad, Colorado",2013,,4765
Colorado,"Lamar, Colorado",2013,,1823
Colorado,"La Junta, Colorado",2013,,6711
Colorado,"Grand Junction, Colorado",2013,,29826
Colorado,"Granby, Colorado",2013,,3408
Colorado,"Glenwood Springs, Colorado",2013,,33113
Colorado,"Fort Morgan, Colorado",2013,,3196
Colorado,"Denver, Colorado",2013,,108124
Colorado,"Winter Park-Fraser, Colorado",2014,,6911
Colorado,"Trinidad, Colorado",2014,,4592
Colorado,"Lamar, Colorado",2014,,1812
Colorado,"La Junta, Colorado",2014,,6918
Colorado,"Grand Junction, Colorado",2014,,29672
Colorado,"Granby, Colorado",2014,,3347
Colorado,"Glenwood Springs, Colorado",2014,,34489
Colorado,"Fort Morgan, Colorado",2014,,3551
Colorado,"Denver, Colorado",2014,,111426
Colorado,"Winter Park-Fraser, Colorado",2015,,8445
Colorado,"Trinidad, Colorado",2015,,5158
Colorado,"Lamar, Colorado",2015,,1928
Colorado,"La Junta, Colorado",2015,,7256
Colorado,"Grand Junction, Colorado",2015,,29811
Colorado,"Granby, Colorado",2015,,3945
Colorado,"Glenwood Springs, Colorado",2015,,39713
Colorado,"Fort Morgan, Colorado",2015,,3705
Colorado,"Denver, Colorado",2015,,126403
Colorado,"Winter Park-Fraser, Colorado",2016,,9017
Colorado,"Trinidad, Colorado",2016,,5747
Colorado,"Lamar, Colorado",2016,,1879
Colorado,"La Junta, Colorado",2016,,7080
Colorado,"Grand Junction, Colorado",2016,,32302
Colorado,"Granby, Colorado",2016,,4677
Colorado,"Glenwood Springs, Colorado",2016,,46818
Colorado,"Fort Morgan, Colorado",2016,,3539
Colorado,"Denver, Colorado",2016,,139652
Colorado,"Winter Park-Fraser, Colorado",2017,,8845
Colorado,"Winter Park Resort (seasonal), Colorado",2017,,16568
Colorado,"Trinidad, Colorado",2017,,5415
Colorado,"Lamar, Colorado",2017,,1673
Colorado,"La Junta, Colorado",2017,,7009
Colorado,"Grand Junction, Colorado",2017,,30896
Colorado,"Granby, Colorado",2017,,4950
Colorado,"Glenwood Springs, Colorado",2017,,46079
Colorado,"Fort Morgan, Colorado",2017,,3448
Colorado,"Denver, Colorado",2017,,154706
Colorado,"Winter Park-Fraser, Colorado",2018,,10006
Colorado,"Winter Park Resort (seasonal), Colorado",2018,,13033
Colorado,"Trinidad, Colorado",2018,,5635
Colorado,"Lamar, Colorado",2018,,1588
Colorado,"La Junta, Colorado",2018,,7373
Colorado,"Grand Junction, Colorado",2018,,32540
Colorado,"Granby, Colorado",2018,,5034
Colorado,"Glenwood Springs, Colorado",2018,,44430
Colorado,"Fort Morgan, Colorado",2018,,3445
Colorado,"Denver, Colorado",2018,,143986
Colorado,"Winter Park-Fraser, Colorado",2019,,10152
Colorado,"Winter Park Resort (seasonal), Colorado",2019,,18996
Colorado,"Trinidad, Colorado",2019,,6060
Colorado,"Lamar, Colorado",2019,,1573
Colorado,"La Junta, Colorado",2019,,7061
Colorado,"Grand Junction, Colorado",2019,,32662
Colorado,"Granby, Colorado",2019,,4863
Colorado,"Glenwood Springs, Colorado",2019,,42418
Colorado,"Fort Morgan, Colorado",2019,,3473
Colorado,"Denver, Colorado",2019,,142974
Colorado,"Winter Park-Fraser, Colorado",2020,,8042
Colorado,"Winter Park Resort (seasonal), Colorado",2020,,17114
Colorado,"Trinidad, Colorado",2020,,3859
Colorado,"Lamar, Colorado",2020,,1028
Colorado,"La Junta, Colorado",2020,,4583
Colorado,"Grand Junction, Colorado",2020,,19071
Colorado,"Granby, Colorado",2020,,2904
Colorado,"Glenwood Springs, Colorado",2020,,25828
Colorado,"Fort Morgan, Colorado",2020,,2153
Colorado,"Denver, Colorado",2020,,89764
Colorado,"Winter Park-Fraser, Colorado",2021,,3500
Colorado,"Trinidad, Colorado",2021,,3733
Colorado,"Lamar, Colorado",2021,,673
Colorado,"La Junta, Colorado",2021,,3525
Colorado,"Grand Junction, Colorado",2021,,14995
Colorado,"Granby, Colorado",2021,,2305
Colorado,"Glenwood Springs, Colorado",2021,,22968
Colorado,"Fort Morgan, Colorado",2021,,1614
Colorado,"Denver, Colorado",2021,,61216
Colorado,"Winter Park-Fraser, Colorado",2022,,6466
Colorado,"Winter Park Resort (seasonal), Colorado",2022,,16958
Colorado,"Trinidad, Colorado",2022,,4896
Colorado,"Lamar, Colorado",2022,,915
Colorado,"La Junta, Colorado",2022,,4799
Colorado,"Grand Junction, Colorado",2022,,20712
Colorado,"Granby, Colorado",2022,,3256
Colorado,"Glenwood Springs, Colorado",2022,,32519
Colorado,"Fort Morgan, Colorado",2022,,2019
Colorado,"Denver, Colorado",2022,,104513
Connecticut,"New Haven State Street, Connecticut",2018,Service began 6/18,117
Connecticut,"Windsor, Connecticut",2005,,4103
Connecticut,"Windsor Locks, Connecticut",2005,,5437
Connecticut,"Wallingford, Connecticut",2005,,5284
Connecticut,"Stamford, Connecticut",2005,,141723
Connecticut,"Old Saybrook, Connecticut",2005,,28248
Connecticut,"New London, Connecticut",2005,,73731
Connecticut,"New Haven, Connecticut",2005,,327178
Connecticut,"Mystic, Connecticut",2005,,7380
Connecticut,"Meriden, Connecticut",2005,,13131
Connecticut,"Hartford, Connecticut",2005,,79467
Connecticut,"Bridgeport, Connecticut",2005,,27818
Connecticut,"Berlin, Connecticut",2005,,11699
Connecticut,"Windsor, Connecticut",2010,,10219
Connecticut,"Windsor Locks, Connecticut",2010,,15812
Connecticut,"Wallingford, Connecticut",2010,,15190
Connecticut,"Stamford, Connecticut",2010,,355232
Connecticut,"Old Saybrook, Connecticut",2010,,63929
Connecticut,"New London, Connecticut",2010,,162396
Connecticut,"New Haven, Connecticut",2010,,723287
Connecticut,"Mystic, Connecticut",2010,,20787
Connecticut,"Meriden, Connecticut",2010,,35904
Connecticut,"Hartford, Connecticut",2010,,170060
Connecticut,"Bridgeport, Connecticut",2010,,72809
Connecticut,"Berlin, Connecticut",2010,,23196
Connecticut,"Windsor, Connecticut",2011,,10269
Connecticut,"Windsor Locks, Connecticut",2011,,15503
Connecticut,"Wallingford, Connecticut",2011,,15583
Connecticut,"Stamford, Connecticut",2011,,385069
Connecticut,"Old Saybrook, Connecticut",2011,,65937
Connecticut,"New London, Connecticut",2011,,165819
Connecticut,"New Haven, Connecticut",2011,,740902
Connecticut,"Mystic, Connecticut",2011,,23091
Connecticut,"Meriden, Connecticut",2011,,34582
Connecticut,"Hartford, Connecticut",2011,,173554
Connecticut,"Bridgeport, Connecticut",2011,,76653
Connecticut,"Berlin, Connecticut",2011,,23465
Connecticut,"Windsor, Connecticut",2012,,11713
Connecticut,"Windsor Locks, Connecticut",2012,,18491
Connecticut,"Wallingford, Connecticut",2012,,18148
Connecticut,"Stamford, Connecticut",2012,,393703
Connecticut,"Old Saybrook, Connecticut",2012,,65315
Connecticut,"New London, Connecticut",2012,,173003
Connecticut,"New Haven, Connecticut",2012,,755669
Connecticut,"Mystic, Connecticut",2012,,25983
Connecticut,"Meriden, Connecticut",2012,,34483
Connecticut,"Hartford, Connecticut",2012,,179536
Connecticut,"Bridgeport, Connecticut",2012,,84446
Connecticut,"Berlin, Connecticut",2012,,24108
Connecticut,"Windsor, Connecticut",2013,,13235
Connecticut,"Windsor Locks, Connecticut",2013,,18711
Connecticut,"Wallingford, Connecticut",2013,,17061
Connecticut,"Stamford, Connecticut",2013,,388733
Connecticut,"Old Saybrook, Connecticut",2013,,60310
Connecticut,"New London, Connecticut",2013,,161405
Connecticut,"New Haven, Connecticut",2013,,745530
Connecticut,"Mystic, Connecticut",2013,,23490
Connecticut,"Meriden, Connecticut",2013,,35475
Connecticut,"Hartford, Connecticut",2013,,187357
Connecticut,"Bridgeport, Connecticut",2013,,80309
Connecticut,"Berlin, Connecticut",2013,,25594
Connecticut,"Windsor, Connecticut",2014,,19957
Connecticut,"Windsor Locks, Connecticut",2014,,13677
Connecticut,"Wallingford, Connecticut",2014,,14331
Connecticut,"Stamford, Connecticut",2014,,401414
Connecticut,"Old Saybrook, Connecticut",2014,,60413
Connecticut,"New London, Connecticut",2014,,154532
Connecticut,"New Haven, Connecticut",2014,,714146
Connecticut,"Mystic, Connecticut",2014,,23083
Connecticut,"Meriden, Connecticut",2014,,30466
Connecticut,"Hartford, Connecticut",2014,,179186
Connecticut,"Bridgeport, Connecticut",2014,,80571
Connecticut,"Berlin, Connecticut",2014,,23363
Connecticut,"Windsor, Connecticut",2015,,12857
Connecticut,"Windsor Locks, Connecticut",2015,,21082
Connecticut,"Wallingford, Connecticut",2015,,13245
Connecticut,"Stamford, Connecticut",2015,,394824
Connecticut,"Old Saybrook, Connecticut",2015,,60833
Connecticut,"New London, Connecticut",2015,,154614
Connecticut,"New Haven, Connecticut",2015,,698656
Connecticut,"Mystic, Connecticut",2015,,23814
Connecticut,"Meriden, Connecticut",2015,,27602
Connecticut,"Hartford, Connecticut",2015,,171690
Connecticut,"Bridgeport, Connecticut",2015,,80199
Connecticut,"Berlin, Connecticut",2015,,21189
Connecticut,"Windsor, Connecticut",2016,,9167
Connecticut,"Windsor Locks, Connecticut",2016,,17053
Connecticut,"Wallingford, Connecticut",2016,,9377
Connecticut,"Stamford, Connecticut",2016,,401548
Connecticut,"Old Saybrook, Connecticut",2016,,62269
Connecticut,"New London, Connecticut",2016,,158700
Connecticut,"New Haven, Connecticut",2016,,642471
Connecticut,"Mystic, Connecticut",2016,,25704
Connecticut,"Meriden, Connecticut",2016,,17735
Connecticut,"Hartford, Connecticut",2016,,138682
Connecticut,"Bridgeport, Connecticut",2016,,83211
Connecticut,"Berlin, Connecticut",2016,,16332
Connecticut,"Windsor, Connecticut",2017,,8638
Connecticut,"Windsor Locks, Connecticut",2017,,15155
Connecticut,"Wallingford, Connecticut",2017,,8258
Connecticut,"Stamford, Connecticut",2017,,410593
Connecticut,"Old Saybrook, Connecticut",2017,,64328
Connecticut,"New London, Connecticut",2017,,161916
Connecticut,"New Haven, Connecticut",2017,,627065
Connecticut,"Mystic, Connecticut",2017,,25687
Connecticut,"Meriden, Connecticut",2017,,12703
Connecticut,"Hartford, Connecticut",2017,,127805
Connecticut,"Bridgeport, Connecticut",2017,,87023
Connecticut,"Berlin, Connecticut",2017,,14007
Connecticut,"Windsor, Connecticut",2018,,11091
Connecticut,"Windsor Locks, Connecticut",2018,,18333
Connecticut,"Wallingford, Connecticut",2018,,9555
Connecticut,"Stamford, Connecticut",2018,,416315
Connecticut,"Old Saybrook, Connecticut",2018,,67501
Connecticut,"New London, Connecticut",2018,,161111
Connecticut,"New Haven, Connecticut",2018,,697603
Connecticut,"Mystic, Connecticut",2018,,28017
Connecticut,"Meriden, Connecticut",2018,,16495
Connecticut,"Hartford, Connecticut",2018,,150611
Connecticut,"Bridgeport, Connecticut",2018,,90174
Connecticut,"Berlin, Connecticut",2018,,16219
Connecticut,"Windsor, Connecticut",2019,,16717
Connecticut,"Windsor Locks, Connecticut",2019,,25408
Connecticut,"Wallingford, Connecticut",2019,,9305
Connecticut,"Stamford, Connecticut",2019,,429103
Connecticut,"Old Saybrook, Connecticut",2019,,70366
Connecticut,"New London, Connecticut",2019,,164454
Connecticut,"New Haven, Connecticut",2019,,778534
Connecticut,"New Haven State Street, Connecticut",2019,,2912
Connecticut,"Mystic, Connecticut",2019,,28662
Connecticut,"Meriden, Connecticut",2019,,17676
Connecticut,"Hartford, Connecticut",2019,,172178
Connecticut,"Bridgeport, Connecticut",2019,,94551
Connecticut,"Berlin, Connecticut",2019,,19904
Connecticut,"Windsor, Connecticut",2020,,8532
Connecticut,"Windsor Locks, Connecticut",2020,,12768
Connecticut,"Wallingford, Connecticut",2020,,5164
Connecticut,"Stamford, Connecticut",2020,,210417
Connecticut,"Old Saybrook, Connecticut",2020,,33980
Connecticut,"New London, Connecticut",2020,,83353
Connecticut,"New Haven, Connecticut",2020,,425723
Connecticut,"New Haven State Street, Connecticut",2020,,2273
Connecticut,"Mystic, Connecticut",2020,,14623
Connecticut,"Meriden, Connecticut",2020,,10244
Connecticut,"Hartford, Connecticut",2020,,93865
Connecticut,"Bridgeport, Connecticut",2020,,54364
Connecticut,"Berlin, Connecticut",2020,,11224
Connecticut,"Windsor, Connecticut",2021,,6586
Connecticut,"Windsor Locks, Connecticut",2021,,8907
Connecticut,"Wallingford, Connecticut",2021,,3317
Connecticut,"Stamford, Connecticut",2021,,133681
Connecticut,"Old Saybrook, Connecticut",2021,,33194
Connecticut,"New London, Connecticut",2021,,85366
Connecticut,"New Haven, Connecticut",2021,,347544
Connecticut,"New Haven State Street, Connecticut",2021,,5972
Connecticut,"Mystic, Connecticut",2021,,14284
Connecticut,"Meriden, Connecticut",2021,,8032
Connecticut,"Hartford, Connecticut",2021,,75866
Connecticut,"Bridgeport, Connecticut",2021,,56891
Connecticut,"Berlin, Connecticut",2021,,8981
Connecticut,"Windsor, Connecticut",2022,,12987
Connecticut,"Windsor Locks, Connecticut",2022,,19733
Connecticut,"Wallingford, Connecticut",2022,,7141
Connecticut,"Stamford, Connecticut",2022,,269195
Connecticut,"Old Saybrook, Connecticut",2022,,61265
Connecticut,"New London, Connecticut",2022,,138728
Connecticut,"New Haven, Connecticut",2022,,617119
Connecticut,"New Haven State Street, Connecticut",2022,,15727
Connecticut,"Mystic, Connecticut",2022,,24160
Connecticut,"Meriden, Connecticut",2022,,16373
Connecticut,"Hartford, Connecticut",2022,,149625
Connecticut,"Bridgeport, Connecticut",2022,,98572
Connecticut,"Berlin, Connecticut",2022,,17812
Delaware,"Wilmington, Delaware",2005,,387328
Delaware,"Newark, Delaware",2005,,2206
Delaware,"Georgetown, Delaware",2005,,420
Delaware,"Wilmington, Delaware",2010,,696979
Delaware,"Newark, Delaware",2010,,9300
Delaware,"Wilmington, Delaware",2011,,717772
Delaware,"Newark, Delaware",2011,,10641
Delaware,"Wilmington, Delaware",2012,,737846
Delaware,"Newark, Delaware",2012,,14682
Delaware,"Wilmington, Delaware",2013,,738313
Delaware,"Newark, Delaware",2013,,12971
Delaware,"Wilmington, Delaware",2014,,704523
Delaware,"Newark, Delaware",2014,,12418
Delaware,"Wilmington, Delaware",2015,,700341
Delaware,"Newark, Delaware",2015,,12636
Delaware,"Wilmington, Delaware",2016,,691694
Delaware,"Newark, Delaware",2016,,12896
Delaware,"Wilmington, Delaware",2017,,688432
Delaware,"Newark, Delaware",2017,,13614
Delaware,"Wilmington, Delaware",2018,,702150
Delaware,"Newark, Delaware",2018,,13432
Delaware,"Wilmington, Delaware",2019,,705259
Delaware,"Newark, Delaware",2019,,12100
Delaware,"Wilmington, Delaware",2020,,348457
Delaware,"Newark, Delaware",2020,,7101
Delaware,"Wilmington, Delaware",2021,,227919
Delaware,"Newark, Delaware",2021,,8888
Delaware,"Wilmington, Delaware",2022,,433876
Delaware,"Newark, Delaware",2022,,22125
District of Columbia,"Washington Union Station, District of Columbia",2005,,1880852
District of Columbia,"Washington Union Station, District of Columbia",2010,,4572878
District of Columbia,"Washington Union Station, District of Columbia",2011,,4850685
District of Columbia,"Washington Union Station, District of Columbia",2012,,5013991
District of Columbia,"Washington Union Station, District of Columbia",2013,,5033392
District of Columbia,"Washington Union Station, District of Columbia",2014,,5028928
District of Columbia,"Washington Union Station, District of Columbia",2015,,4971128
District of Columbia,"Washington Union Station, District of Columbia",2016,,5098562
District of Columbia,"Washington Union Station, District of Columbia",2017,,5225460
District of Columbia,"Washington Union Station, District of Columbia",2018,,5197237
District of Columbia,"Washington Union Station, District of Columbia",2019,,5207223
District of Columbia,"Washington Union Station, District of Columbia",2020,,2606059
District of Columbia,"Washington Union Station, District of Columbia",2021,,1758409
District of Columbia,"Washington Union Station, District of Columbia",2022,,3631677
Florida,"Winter Park, Florida",2005,,11738
Florida,"Winter Haven, Florida",2005,,11353
Florida,"Wildwood, Florida",2005,,98
Florida,"West Palm Beach, Florida",2005,,24345
Florida,"Waldo, Florida",2005,,159
Florida,"Tampa, Florida",2005,,26387
Florida,"Tallahassee, Florida",2005,,1216
Florida,"Sebring, Florida",2005,,7603
Florida,"Sanford (Auto Train Station), Florida",2005,,100772
Florida,"Pensacola, Florida",2005,,1616
Florida,"Palatka, Florida",2005,,5439
Florida,"Orlando, Florida",2005,,70772
Florida,"Okeechobee, Florida",2005,,1506
Florida,"Ocala, Florida",2005,,344
Florida,"Miami, Florida",2005,,33708
Florida,"Madison, Florida",2005,,187
Florida,"Lakeland, Florida",2005,,6569
Florida,"Lake City, Florida",2005,,281
Florida,"Kissimmee, Florida",2005,,15659
Florida,"Jacksonville, Florida",2005,,32231
Florida,"Hollywood, Florida",2005,,14783
Florida,"Fort Lauderdale, Florida",2005,,20552
Florida,"Delray Beach, Florida",2005,,3753
Florida,"Deland, Florida",2005,,9782
Florida,"Deerfield Beach, Florida",2005,,11716
Florida,"Dade City, Florida",2005,,77
Florida,"Crestview, Florida",2005,,539
Florida,"Chipley, Florida",2005,,718
Florida,"Winter Park, Florida",2010,,31962
Florida,"Winter Haven, Florida",2010,,22992
Florida,"West Palm Beach, Florida",2010,,62233
Florida,"Tampa, Florida",2010,,131054
Florida,"Sebring, Florida",2010,,18951
Florida,"Sanford (Auto Train Station), Florida",2010,,244252
Florida,"Palatka, Florida",2010,,13323
Florida,"Orlando, Florida",2010,,159533
Florida,"Okeechobee, Florida",2010,,3536
Florida,"Miami, Florida",2010,,90561
Florida,"Lakeland, Florida",2010,,24220
Florida,"Kissimmee, Florida",2010,,43163
Florida,"Jacksonville, Florida",2010,,70728
Florida,"Hollywood, Florida",2010,,37967
Florida,"Fort Lauderdale, Florida",2010,,54434
Florida,"Delray Beach, Florida",2010,,11626
Florida,"Deland, Florida",2010,,25982
Florida,"Deerfield Beach, Florida",2010,,29955
Florida,"Winter Park, Florida",2011,,34858
Florida,"Winter Haven, Florida",2011,,26188
Florida,"West Palm Beach, Florida",2011,,66303
Florida,"Tampa, Florida",2011,,140785
Florida,"Sebring, Florida",2011,,19988
Florida,"Sanford (Auto Train Station), Florida",2011,,259944
Florida,"Palatka, Florida",2011,,13872
Florida,"Orlando, Florida",2011,,179142
Florida,"Okeechobee, Florida",2011,,3976
Florida,"Miami, Florida",2011,,94556
Florida,"Lakeland, Florida",2011,,24696
Florida,"Kissimmee, Florida",2011,,47823
Florida,"Jacksonville, Florida",2011,,74733
Florida,"Hollywood, Florida",2011,,39069
Florida,"Fort Lauderdale, Florida",2011,,58907
Florida,"Delray Beach, Florida",2011,,12696
Florida,"Deland, Florida",2011,,28663
Florida,"Deerfield Beach, Florida",2011,,31338
Florida,"Winter Park, Florida",2012,,33455
Florida,"Winter Haven, Florida",2012,,24565
Florida,"West Palm Beach, Florida",2012,,67992
Florida,"Tampa, Florida",2012,,150844
Florida,"Sebring, Florida",2012,,18202
Florida,"Sanford (Auto Train Station), Florida",2012,,264096
Florida,"Palatka, Florida",2012,,12803
Florida,"Orlando, Florida",2012,,172502
Florida,"Okeechobee, Florida",2012,,3933
Florida,"Miami, Florida",2012,,91019
Florida,"Lakeland, Florida",2012,,25630
Florida,"Kissimmee, Florida",2012,,48521
Florida,"Jacksonville, Florida",2012,,77512
Florida,"Hollywood, Florida",2012,,38805
Florida,"Fort Lauderdale, Florida",2012,,56913
Florida,"Delray Beach, Florida",2012,,13448
Florida,"Deland, Florida",2012,,28553
Florida,"Deerfield Beach, Florida",2012,,32180
Florida,"Winter Park, Florida",2013,,30142
Florida,"Winter Haven, Florida",2013,,22025
Florida,"West Palm Beach, Florida",2013,,64994
Florida,"Tampa, Florida",2013,,139412
Florida,"Sebring, Florida",2013,,17111
Florida,"Sanford (Auto Train Station), Florida",2013,,265274
Florida,"Palatka, Florida",2013,,12749
Florida,"Orlando, Florida",2013,,160442
Florida,"Okeechobee, Florida",2013,,3851
Florida,"Miami, Florida",2013,,84293
Florida,"Lakeland, Florida",2013,,22829
Florida,"Kissimmee, Florida",2013,,44906
Florida,"Jacksonville, Florida",2013,,94277
Florida,"Hollywood, Florida",2013,,34869
Florida,"Fort Lauderdale, Florida",2013,,53955
Florida,"Delray Beach, Florida",2013,,13280
Florida,"Deland, Florida",2013,,26502
Florida,"Deerfield Beach, Florida",2013,,30048
Florida,"Winter Park, Florida",2014,,29013
Florida,"Winter Haven, Florida",2014,,22273
Florida,"West Palm Beach, Florida",2014,,62990
Florida,"Tampa, Florida",2014,,131322
Florida,"Sebring, Florida",2014,,17076
Florida,"Sanford (Auto Train Station), Florida",2014,,274445
Florida,"Palatka, Florida",2014,,12145
Florida,"Orlando, Florida",2014,,155532
Florida,"Okeechobee, Florida",2014,,4091
Florida,"Miami, Florida",2014,,78695
Florida,"Lakeland, Florida",2014,,21816
Florida,"Kissimmee, Florida",2014,,43543
Florida,"Jacksonville, Florida",2014,,78031
Florida,"Hollywood, Florida",2014,,32980
Florida,"Fort Lauderdale, Florida",2014,,52384
Florida,"Delray Beach, Florida",2014,,13703
Florida,"Deland, Florida",2014,,26063
Florida,"Deerfield Beach, Florida",2014,,28404
Florida,"Winter Park, Florida",2015,,28310
Florida,"Winter Haven, Florida",2015,,21965
Florida,"West Palm Beach, Florida",2015,,59071
Florida,"Tampa, Florida",2015,,120565
Florida,"Sebring, Florida",2015,,17397
Florida,"Sanford (Auto Train Station), Florida",2015,,271622
Florida,"Palatka, Florida",2015,,12568
Florida,"Orlando, Florida",2015,,145839
Florida,"Okeechobee, Florida",2015,,4223
Florida,"Miami, Florida",2015,,70560
Florida,"Lakeland, Florida",2015,,21526
Florida,"Kissimmee, Florida",2015,,41424
Florida,"Jacksonville, Florida",2015,,71084
Florida,"Hollywood, Florida",2015,,28332
Florida,"Fort Lauderdale, Florida",2015,,46971
Florida,"Delray Beach, Florida",2015,,14652
Florida,"Deland, Florida",2015,,24310
Florida,"Deerfield Beach, Florida",2015,,26777
Florida,"Winter Park, Florida",2016,,28205
Florida,"Winter Haven, Florida",2016,,21684
Florida,"West Palm Beach, Florida",2016,,57038
Florida,"Tampa, Florida",2016,,109456
Florida,"Sebring, Florida",2016,,16416
Florida,"Sanford (Auto Train Station), Florida",2016,,238448
Florida,"Palatka, Florida",2016,,12341
Florida,"Orlando, Florida",2016,,138359
Florida,"Okeechobee, Florida",2016,,4193
Florida,"Miami, Florida",2016,,65975
Florida,"Lakeland, Florida",2016,,20475
Florida,"Kissimmee, Florida",2016,,37773
Florida,"Jacksonville, Florida",2016,,70516
Florida,"Hollywood, Florida",2016,,26069
Florida,"Fort Lauderdale, Florida",2016,,42684
Florida,"Delray Beach, Florida",2016,,13180
Florida,"Deland, Florida",2016,,22374
Florida,"Deerfield Beach, Florida",2016,,24524
Florida,"Winter Park, Florida",2017,,27253
Florida,"Winter Haven, Florida",2017,,20598
Florida,"West Palm Beach, Florida",2017,,54828
Florida,"Tampa, Florida",2017,,110577
Florida,"Sebring, Florida",2017,,15214
Florida,"Sanford (Auto Train Station), Florida",2017,,228943
Florida,"Palatka, Florida",2017,,12579
Florida,"Orlando, Florida",2017,,133248
Florida,"Okeechobee, Florida",2017,,3935
Florida,"Miami, Florida",2017,,66110
Florida,"Lakeland, Florida",2017,,19479
Florida,"Kissimmee, Florida",2017,,35737
Florida,"Jacksonville, Florida",2017,,70539
Florida,"Hollywood, Florida",2017,,24621
Florida,"Fort Lauderdale, Florida",2017,,41377
Florida,"Delray Beach, Florida",2017,,13782
Florida,"Deland, Florida",2017,,20827
Florida,"Deerfield Beach, Florida",2017,,23836
Florida,"Winter Park, Florida",2018,,25844
Florida,"Winter Haven, Florida",2018,,20503
Florida,"West Palm Beach, Florida",2018,,53974
Florida,"Tampa, Florida",2018,,108783
Florida,"Sebring, Florida",2018,,13847
Florida,"Sanford (Auto Train Station), Florida",2018,,224812
Florida,"Palatka, Florida",2018,,11598
Florida,"Orlando, Florida",2018,,127326
Florida,"Okeechobee, Florida",2018,,3988
Florida,"Miami, Florida",2018,,64729
Florida,"Lakeland, Florida",2018,,18924
Florida,"Kissimmee, Florida",2018,,35028
Florida,"Jacksonville, Florida",2018,,66471
Florida,"Hollywood, Florida",2018,,22592
Florida,"Fort Lauderdale, Florida",2018,,40838
Florida,"Delray Beach, Florida",2018,,13643
Florida,"Deland, Florida",2018,,20677
Florida,"Deerfield Beach, Florida",2018,,22230
Florida,"Winter Park, Florida",2019,,27047
Florida,"Winter Haven, Florida",2019,,19757
Florida,"West Palm Beach, Florida",2019,,53716
Florida,"Tampa, Florida",2019,,110309
Florida,"Sebring, Florida",2019,,14083
Florida,"Sanford (Auto Train Station), Florida",2019,,236035
Florida,"Palatka, Florida",2019,,12313
Florida,"Orlando, Florida",2019,,127186
Florida,"Okeechobee, Florida",2019,,4109
Florida,"Miami, Florida",2019,,62497
Florida,"Lakeland, Florida",2019,,19186
Florida,"Kissimmee, Florida",2019,,35726
